Type,NSfraction,DN,RF-F/F,RTJ F/F,BW-F/F,RF/RTJ KG,BW KG,Rating,NS,TypeDesc,TypeNum
,,,,,,20,20,150,0.375,Instrument-XCV,
,,,,,,6,6,150,0.5,Instrument-XCV,
,,,,,,20,20,150,0.75,Instrument-XCV,
,,,,,,12,12,150,1,Instrument-XCV,
,,,,,,23,23,150,1.25,Instrument-XCV,
,,,,,,18,18,150,1.5,Instrument-XCV,
,,,,,,30,30,150,2,Instrument-XCV,
,,,,,,53,53,150,2.5,Instrument-XCV,
,,,,,,53,53,150,3,Instrument-XCV,
,,,,,,75,75,150,4,Instrument-XCV,
,,,,,,134,134,150,6,Instrument-XCV,
,,,,,,207,207,150,8,Instrument-XCV,
,,,,,,339,339,150,10,Instrument-XCV,
,,,,,,471,471,150,12,Instrument-XCV,
,,,,,,20,20,300,0.25,Instrument-XCV,
,,,,,,20,20,300,0.375,Instrument-XCV,
,,,,,,7,7,300,0.5,Instrument-XCV,
,,,,,,11,11,300,0.75,Instrument-XCV,
,,,,,,14,14,300,1,Instrument-XCV,
,,,,,,33,33,300,1.25,Instrument-XCV,
,,,,,,20,20,300,1.5,Instrument-XCV,
,,,,,,39,39,300,2,Instrument-XCV,
,,,,,,80,80,300,3,Instrument-XCV,
,,,,,,117,117,300,4,Instrument-XCV,
,,,,,,239,239,300,6,Instrument-XCV,
,,,,,,351,351,300,8,Instrument-XCV,
,,,,,,561,561,300,10,Instrument-XCV,
,,,,,,858,858,300,12,Instrument-XCV,
,,,,,,20,20,600,0.25,Instrument-XCV,
,,,,,,20,20,600,0.375,Instrument-XCV,
,,,,,,7,7,600,0.5,Instrument-XCV,
,,,,,,13,13,600,0.75,Instrument-XCV,
,,,,,,19,19,600,1,Instrument-XCV,
,,,,,,34,34,600,1.25,Instrument-XCV,
,,,,,,25,25,600,1.5,Instrument-XCV,
,,,,,,54,54,600,2,Instrument-XCV,
,,,,,,77,77,600,2.5,Instrument-XCV,
,,,,,,100,100,600,3,Instrument-XCV,
,,,,,,188,188,600,4,Instrument-XCV,
,,,,,,407,407,600,6,Instrument-XCV,
,,,,,,696,696,600,8,Instrument-XCV,
,,,,,,1053,1053,600,10,Instrument-XCV,
,,,,,,20,20,900,0.25,Instrument-XCV,
,,,,,,20,20,900,0.375,Instrument-XCV,
,,,,,,20,20,900,0.5,Instrument-XCV,
,,,,,,20,20,900,0.75,Instrument-XCV,
,,,,,,49,49,900,1,Instrument-XCV,
,,,,,,77,77,900,1.25,Instrument-XCV,
,,,,,,62,62,900,1.5,Instrument-XCV,
,,,,,,107,107,900,2,Instrument-XCV,
,,,,,,127,127,900,2.5,Instrument-XCV,
,,,,,,145,145,900,3,Instrument-XCV,
,,,,,,251,251,900,4,Instrument-XCV,
,,,,,,507,507,900,6,Instrument-XCV,
,,,,,,60,60,1500,0.25,Instrument-XCV,
,,,,,,60,60,1500,0.375,Instrument-XCV,
,,,,,,60,60,1500,0.5,Instrument-XCV,
,,,,,,60,60,1500,0.75,Instrument-XCV,
,,,,,,49,49,1500,1,Instrument-XCV,
,,,,,,77,77,1500,1.25,Instrument-XCV,
,,,,,,62,62,1500,1.5,Instrument-XCV,
,,,,,,106,106,1500,2,Instrument-XCV,
,,,,,,158,158,1500,2.5,Instrument-XCV,
,,,,,,211,211,1500,3,Instrument-XCV,
,,,,,,374,374,1500,4,Instrument-XCV,
,,,,,,801,801,1500,6,Instrument-XCV,
,,,,,,38,38,2500,0.5,Instrument-XCV,
,,,,,,50,50,2500,0.75,Instrument-XCV,
,,,,,,75,75,2500,1,Instrument-XCV,
,,,,,,113,113,2500,1.25,Instrument-XCV,
,,,,,,94,94,2500,1.5,Instrument-XCV,
,,,,,,153,153,2500,2,Instrument-XCV,
,,,,,,192,192,2500,2.5,Instrument-XCV,
,,,,,,184,184,2500,3,Instrument-XCV,
,,,,,,297,297,2500,4,Instrument-XCV,
,,,,,,990,990,2500,6,Instrument-XCV,
