Type,NSfraction,DN,RF-F/F,RTJ F/F,BW-F/F,RF/RTJ KG,BW KG,Rating,NS,TypeDesc,TypeNum
VLV3-1,30,750,1651,1664,1651,11965,,600,30,Flanged Ball Valve -Full Bore,2
VLV3-1,32,800,1524,1552,1524,9702,,300,32,Flanged Ball Valve -Full Bore,2
VLV3-1,32,800,1778,1794,1778,12005,,600,32,Flanged Ball Valve -Full Bore,2
VLV3-1,32,800,,,1524,8280,,150,32,Flanged Ball Valve -Full Bore,2
VLV3-1,34,850,1626,1654,1626,11036,,300,34,Flanged Ball Valve -Full Bore,2
VLV3-1,34,850,,,,13930,,600,34,Flanged Ball Valve -Full Bore,2
VLV3-1,34,850,,,1626,9976,,150,34,Flanged Ball Valve -Full Bore,2
VLV3-1,36,900,2083,2099,2083,17273,,600,36,Flanged Ball Valve -Full Bore,2
VLV3-1,36,900,,,1727,12283,,150,36,Flanged Ball Valve -Full Bore,2
VLV3-1,36,900,1727,1755,1727,13625,,300,36,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/4,8,,,,10,,150,0.25,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/8,10,,,,10,,150,0.375,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/2,15,,,,43,,2500,0.5,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/2,15,165,163,165,10,,600,0.5,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/2,15,140,151,,10,,300,0.5,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/2,15,,,,30,,1500,0.5,Flanged Ball Valve -Full Bore,2
VLV3-1,0+1/2,15,108,,,10,,150,0.5,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,,,,29,,900,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,152,165,,10,,300,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,,,,56,,2500,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,117,,,10,,150,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,190,190,190,15,,600,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,0+3/4,20,,,,43,,1500,0.75,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,127,140,,10,,150,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,,,,55,,1500,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,254,254,254,55,,900,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,165,178,,15,,300,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,,,,84,,2500,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1,25,216,216,216,21,,600,1,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,,,,69,,1500,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,,,,92,,2500,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,279,279,279,63,,900,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,229,229,229,36,,600,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,140,153,,21,,150,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/4,32,178,191,,17,,300,1.5,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,,,,74,,1500,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,305,305,305,66,,900,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,165,178,190,21,,150,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,241,241,241,39,,600,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,190,203,190,20,,300,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,1+1/2,40,,,,100,,2500,1.25,Flanged Ball Valve -Full Bore,2
VLV3-1,2,50,292,295,292,35,,600,2,Flanged Ball Valve -Full Bore,2
VLV3-1,2,50,368,371,368,56,,1500,2,Flanged Ball Valve -Full Bore,2
VLV3-1,2,50,368,371,368,56,,900,2,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,533,546,559,469,,150,10,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,568,584,559,624,,300,10,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,787,790,787,901,,600,10,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,991,1001,991,1889,,1500,10,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,1270,1292,1270,2759,,2500,10,Flanged Ball Valve -Full Bore,2
VLV3-1,10,250,838,841,838,1274,,900,10,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,1422,1444,1422,4122,,2500,12,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,965,968,965,1663,,900,12,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,838,841,838,1198,,600,12,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,610,623,635,805,,150,12,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,648,664,635,866,,300,12,Flanged Ball Valve -Full Bore,2
VLV3-1,12,300,1130,1146,1130,2865,,1500,12,Flanged Ball Valve -Full Bore,2
VLV3-1,14,350,1257,1276,1257,3590,,1500,14,Flanged Ball Valve -Full Bore,2
VLV3-1,14,350,762,778,762,1288,,300,14,Flanged Ball Valve -Full Bore,2
VLV3-1,14,350,686,699,762,1049,,150,14,Flanged Ball Valve -Full Bore,2
VLV3-1,14,350,889,892,889,1630,,600,14,Flanged Ball Valve -Full Bore,2
VLV3-1,14,350,1029,1039,1029,2338,,900,14,Flanged Ball Valve -Full Bore,2
VLV3-1,16,400,1384,1406,1384,5187,,1500,16,Flanged Ball Valve -Full Bore,2
VLV3-1,16,400,838,854,838,1750,,300,16,Flanged Ball Valve -Full Bore,2
VLV3-1,16,400,991,994,991,2162,,600,16,Flanged Ball Valve -Full Bore,2
VLV3-1,16,400,1130,1140,1130,2953,,900,16,Flanged Ball Valve -Full Bore,2
VLV3-1,16,400,762,775,838,1539,,150,16,Flanged Ball Valve -Full Bore,2
VLV3-1,18,450,914,930,914,1966,,300,18,Flanged Ball Valve -Full Bore,2
VLV3-1,18,450,864,877,914,2026,,150,18,Flanged Ball Valve -Full Bore,2
VLV3-1,18,450,1092,1095,1092,2602,,600,18,Flanged Ball Valve -Full Bore,2
VLV3-1,18,450,1219,1232,1219,3589,,900,18,Flanged Ball Valve -Full Bore,2
VLV3-1,20,500,991,1010,991,2694,,300,20,Flanged Ball Valve -Full Bore,2
VLV3-1,20,500,1321,1334,1321,5471,,900,20,Flanged Ball Valve -Full Bore,2
VLV3-1,20,500,1194,1200,1194,3996,,600,20,Flanged Ball Valve -Full Bore,2
VLV3-1,20,500,914,927,991,2184,,150,20,Flanged Ball Valve -Full Bore,2
VLV3-1,22,550,,,,7656,,900,22,Flanged Ball Valve -Full Bore,2
VLV3-1,22,550,,,,5004,,600,22,Flanged Ball Valve -Full Bore,2
VLV3,0+3/4,20,152,165,,8,7,300,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,165,178,,11,10,300,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,178,191,,13,12,300,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,190,203,190,15,14,300,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,216,232,216,27,18,300,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,241,257,241,30,23,300,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,282,298,282,35,23,300,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,305,321,305,77,40,300,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,300,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,403,419,457,143,68,300,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,502,518,521,271,132,300,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,568,584,559,366,239,300,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,648,664,635,735,382,300,12,Flanged Ball Valve-Reduced Bore,2
VLV3,14,350,762,778,762,1007,527,300,14,Flanged Ball Valve-Reduced Bore,2
VLV3,16,400,838,854,838,1386,605,300,16,Flanged Ball Valve-Reduced Bore,2
VLV3,18,450,914,930,914,1956,773,300,18,Flanged Ball Valve-Reduced Bore,2
VLV3,20,500,991,1010,991,2196,1045,300,20,Flanged Ball Valve-Reduced Bore,2
VLV3,22,550,,,,1963,1386,300,22,Flanged Ball Valve-Reduced Bore,2
VLV3,24,600,1143,1165,1143,3269,1659,300,24,Flanged Ball Valve-Reduced Bore,2
VLV3,26,650,1245,1270,1245,3249,2318,300,26,Flanged Ball Valve-Reduced Bore,2
VLV3,28,700,1346,1371,1346,4085,2773,300,28,Flanged Ball Valve-Reduced Bore,2
VLV3,30,750,1397,1422,1397,5534,3455,300,30,Flanged Ball Valve-Reduced Bore,2
VLV3,32,800,1524,1552,1524,5721,4000,300,32,Flanged Ball Valve-Reduced Bore,2
VLV3,34,850,1626,1654,1626,7028,,300,34,Flanged Ball Valve-Reduced Bore,2
VLV3,36,900,1727,1755,1727,10089,5909,300,36,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/4,8,,,,5,5,150,0.25,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/8,10,,,,5,5,150,0.375,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/2,15,108,,,5,5,150,0.5,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/4,20,117,,,7,7,150,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,127,140,,10,10,150,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,140,153,,16,15,150,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,165,178,190,16,15,150,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,178,191,216,26,15,150,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,190,203,241,20,19,150,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,203,216,282,31,23,150,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,229,242,305,62,40,150,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,150,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,394,407,457,123,68,150,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,457,470,521,225,132,150,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,533,546,559,356,239,150,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,610,623,635,562,382,150,12,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/2,15,140,151,,6,6,300,0.5,Flanged Ball Valve-Reduced Bore,2
VLV3,14,350,686,699,762,743,527,150,14,Flanged Ball Valve-Reduced Bore,2
VLV3,16,400,762,775,838,999,605,150,16,Flanged Ball Valve-Reduced Bore,2
VLV3,18,450,864,877,914,1292,773,150,18,Flanged Ball Valve-Reduced Bore,2
VLV3,20,500,914,927,991,1454,1045,150,20,Flanged Ball Valve-Reduced Bore,2
VLV3,22,550,,,1092,1882,1386,150,22,Flanged Ball Valve-Reduced Bore,2
VLV3,24,600,1067,1080,1143,2398,1659,150,24,Flanged Ball Valve-Reduced Bore,2
VLV3,26,650,,,1245,2993,2318,150,26,Flanged Ball Valve-Reduced Bore,2
VLV3,28,700,,,1346,3896,2773,150,28,Flanged Ball Valve-Reduced Bore,2
VLV3,30,750,,,1397,3958,3455,150,30,Flanged Ball Valve-Reduced Bore,2
VLV3,32,800,,,1524,5333,3864,150,32,Flanged Ball Valve-Reduced Bore,2
VLV3,34,850,,,1626,7692,,150,34,Flanged Ball Valve-Reduced Bore,2
VLV3,36,900,,,1727,7692,5682,150,36,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/2,15,165,163,165,6,5,600,0.5,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/4,20,190,190,190,11,10,600,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,216,216,216,16,15,600,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,229,229,229,27,18,600,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,241,241,241,29,20,600,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,292,295,292,33,21,600,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,330,333,330,39,22,600,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,356,359,356,42,23,600,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,432,435,432,100,40,600,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,600,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,559,562,559,193,68,600,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,660,663,660,367,132,600,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,787,790,787,691,239,600,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,838,841,838,1013,382,600,12,Flanged Ball Valve-Reduced Bore,2
VLV3,14,350,889,892,889,1426,527,600,14,Flanged Ball Valve-Reduced Bore,2
VLV3,16,400,991,994,991,1686,605,600,16,Flanged Ball Valve-Reduced Bore,2
VLV3,18,450,1092,1095,1092,2102,873,600,18,Flanged Ball Valve-Reduced Bore,2
VLV3,20,500,1194,1200,1194,2956,1205,600,20,Flanged Ball Valve-Reduced Bore,2
VLV3,22,550,,,,2428,1500,600,22,Flanged Ball Valve-Reduced Bore,2
VLV3,24,600,1397,1407,1397,4059,1955,600,24,Flanged Ball Valve-Reduced Bore,2
VLV3,26,650,1448,1461,1448,4022,2318,600,26,Flanged Ball Valve-Reduced Bore,2
VLV3,28,700,1549,1562,1549,4950,2864,600,28,Flanged Ball Valve-Reduced Bore,2
VLV3,30,750,1651,1664,1651,7192,3545,600,30,Flanged Ball Valve-Reduced Bore,2
VLV3,32,800,1778,1794,1778,7301,4250,600,32,Flanged Ball Valve-Reduced Bore,2
VLV3,34,850,,,,12899,,600,34,Flanged Ball Valve-Reduced Bore,2
VLV3,36,900,2083,2099,2083,12899,5909,600,36,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/4,20,,,,22,20,900,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,254,254,254,41,22,900,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,279,279,279,47,24,900,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,305,305,305,50,26,900,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,368,371,368,47,28,900,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,419,422,419,68,30,900,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,381,384,381,68,32,900,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,457,460,457,125,68,900,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,900,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,610,613,610,263,118,900,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,737,740,737,558,295,900,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,838,841,838,870,330,900,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,965,968,965,1441,505,900,12,Flanged Ball Valve-Reduced Bore,2
VLV3,14,350,1029,1039,1029,2020,764,900,14,Flanged Ball Valve-Reduced Bore,2
VLV3,16,400,1130,1140,1130,2149,1045,900,16,Flanged Ball Valve-Reduced Bore,2
VLV3,18,450,1219,1232,1219,3061,1300,900,18,Flanged Ball Valve-Reduced Bore,2
VLV3,20,500,1321,1334,1321,4067,1700,900,20,Flanged Ball Valve-Reduced Bore,2
VLV3,22,550,,,,6825,,900,22,Flanged Ball Valve-Reduced Bore,2
VLV3,24,600,1549,1568,1549,6825,2400,900,24,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/2,15,,,,23,20,1500,0.5,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/4,20,,,,32,20,1500,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,,,,41,22,1500,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,,,,52,24,1500,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,,,,56,26,1500,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,368,371,368,47,28,1500,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,419,422,419,76,30,1500,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,470,473,470,93,32,1500,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,546,549,546,161,68,1500,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,1500,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,705,711,705,376,118,1500,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,832,842,832,732,295,1500,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,991,1001,991,1307,545,1500,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,1130,1146,1130,2251,750,1500,12,Flanged Ball Valve-Reduced Bore,2
VLV3,14,350,1257,1276,1257,3170,955,1500,14,Flanged Ball Valve-Reduced Bore,2
VLV3,16,400,1384,1406,1384,4137,1239,1500,16,Flanged Ball Valve-Reduced Bore,2
VLV3,0+1/2,15,,,,32,25,2500,0.5,Flanged Ball Valve-Reduced Bore,2
VLV3,0+3/4,20,,,,42,27,2500,0.75,Flanged Ball Valve-Reduced Bore,2
VLV3,1,25,,,,63,29,2500,1,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/4,32,,,,69,32,2500,1.5,Flanged Ball Valve-Reduced Bore,2
VLV3,1+1/2,40,,,,75,40,2500,1.25,Flanged Ball Valve-Reduced Bore,2
VLV3,2,50,451,454,451,74,45,2500,2,Flanged Ball Valve-Reduced Bore,2
VLV3,2+1/2,65,508,514,508,83,50,2500,2.5,Flanged Ball Valve-Reduced Bore,2
VLV3,3,80,578,584,578,202,59,2500,3,Flanged Ball Valve-Reduced Bore,2
VLV3,4,100,673,683,673,344,112,2500,4,Flanged Ball Valve-Reduced Bore,2
VLV3,5,125,,,,,,2500,5,Flanged Ball Valve-Reduced Bore,2
VLV3,6,150,914,927,914,678,233,2500,6,Flanged Ball Valve-Reduced Bore,2
VLV3,8,200,1022,1038,1022,1414,462,2500,8,Flanged Ball Valve-Reduced Bore,2
VLV3,10,250,1270,1292,1270,2191,871,2500,10,Flanged Ball Valve-Reduced Bore,2
VLV3,12,300,1422,1444,1422,3336,1208,2500,12,Flanged Ball Valve-Reduced Bore,2
VLV3-2,0+1/2,15,140,,,6,6,300,0.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,0+1/2,15,108,,,5,5,150,0.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,0+3/4,20,152,,,7,7,300,0.75,Flanged Ball Valve -Short Pattern,2
VLV3-2,0+3/4,20,117,,,7,7,150,0.75,Flanged Ball Valve -Short Pattern,2
VLV3-2,1,25,165,,,10,10,300,1,Flanged Ball Valve -Short Pattern,2
VLV3-2,1,25,127,,,10,10,150,1,Flanged Ball Valve -Short Pattern,2
VLV3-2,1+1/4,32,178,,,12,12,300,1.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,1+1/4,32,140,,,6,6,150,1.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,1+1/2,40,190,,,14,14,300,1.25,Flanged Ball Valve -Short Pattern,2
VLV3-2,1+1/2,40,165,,,10,10,150,1.25,Flanged Ball Valve -Short Pattern,2
VLV3-2,2,50,178,,,12,12,150,2,Flanged Ball Valve -Short Pattern,2
VLV3-2,2,50,216,,,18,18,300,2,Flanged Ball Valve -Short Pattern,2
VLV3-2,2+1/2,65,190,,,14,14,150,2.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,2+1/2,65,241,,,27,23,300,2.5,Flanged Ball Valve -Short Pattern,2
VLV3-2,3,80,203,,,25,23,150,3,Flanged Ball Valve -Short Pattern,2
VLV3-2,3,80,282,,,29,23,300,3,Flanged Ball Valve -Short Pattern,2
VLV3-2,4,100,229,,,45,40,150,4,Flanged Ball Valve -Short Pattern,2
VLV3-2,4,100,305,,,43,40,300,4,Flanged Ball Valve -Short Pattern,2
VLV3-2,6,150,403,,,82,68,300,6,Flanged Ball Valve -Short Pattern,2
VLV3-2,6,150,267,,,63,55,150,6,Flanged Ball Valve -Short Pattern,2
VLV3-2,8,200,419,,,166,132,300,8,Flanged Ball Valve -Short Pattern,2
VLV3-2,8,200,292,,,120,101,150,8,Flanged Ball Valve -Short Pattern,2
VLV3-2,10,250,457,,,285,231,300,10,Flanged Ball Valve -Short Pattern,2
VLV3-2,10,250,330,,,210,178,150,10,Flanged Ball Valve -Short Pattern,2
VLV3-2,12,300,356,,,303,268,150,12,Flanged Ball Valve -Short Pattern,2
VLV3-2,12,300,502,,,443,355,300,12,Flanged Ball Valve -Short Pattern,2
VLV3-2,14,350,572,,,526,475,300,14,Flanged Ball Valve -Short Pattern,2
VLV3-2,14,350,381,,,388,351,150,14,Flanged Ball Valve -Short Pattern,2
VLV3-2,16,400,406,,,421,387,150,16,Flanged Ball Valve -Short Pattern,2
VLV3-2,16,400,610,,,659,528,300,16,Flanged Ball Valve -Short Pattern,2
VLV3-2,18,450,660,,,784,670,150,18,Flanged Ball Valve -Short Pattern,2
VLV3-2,20,500,711,,,1213,900,300,20,Flanged Ball Valve -Short Pattern,2
VLV3-2,24,600,813,,,1745,1416,300,24,Flanged Ball Valve -Short Pattern,2
VLV3-2,26,650,1245,,,2614,2318,300,26,Flanged Ball Valve -Short Pattern,2
VLV3-2,28,700,1346,,,3300,2773,300,28,Flanged Ball Valve -Short Pattern,2
VLV3-2,30,750,1397,,,4136,3455,300,30,Flanged Ball Valve -Short Pattern,2
VLV3-2,32,800,1524,,,4614,4000,300,32,Flanged Ball Valve -Short Pattern,2
VLV3-2,34,850,1626,,,5700,,300,34,Flanged Ball Valve -Short Pattern,2
VLV3-2,36,900,1727,,,6977,5909,300,36,Flanged Ball Valve -Short Pattern,2
VLV1,0+1/4,8,102,,102,5,4,150,0.25,Flanged Gate Valve,3
VLV1,0+3/8,10,102,,102,5,4,150,0.375,Flanged Gate Valve,3
VLV1,0+1/2,15,108,,108,5,4,150,0.5,Flanged Gate Valve,3
VLV1,0+3/4,20,117,,117,7,5,150,0.75,Flanged Gate Valve,3
VLV1,1,25,127,140,127,10,8,150,1,Flanged Gate Valve,3
VLV1,1+1/4,32,140,153,140,15,12,150,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,165,178,165,18,15,150,1.25,Flanged Gate Valve,3
VLV1,2,50,178,191,216,18,15,150,2,Flanged Gate Valve,3
VLV1,2+1/2,65,190,203,241,28,23,150,2.5,Flanged Gate Valve,3
VLV1,3,80,203,216,282,34,28,150,3,Flanged Gate Valve,3
VLV1,4,100,229,242,305,52,44,150,4,Flanged Gate Valve,3
VLV1,5,125,254,267,381,71,60,150,5,Flanged Gate Valve,3
VLV1,6,150,267,280,403,88,74,150,6,Flanged Gate Valve,3
VLV1,8,200,292,305,419,144,122,150,8,Flanged Gate Valve,3
VLV1,10,250,330,343,457,197,167,150,10,Flanged Gate Valve,3
VLV1,12,300,356,369,502,298,253,150,12,Flanged Gate Valve,3
VLV1,14,350,381,394,572,406,345,150,14,Flanged Gate Valve,3
VLV1,16,400,406,419,610,524,445,150,16,Flanged Gate Valve,3
VLV1,18,450,432,445,660,720,612,150,18,Flanged Gate Valve,3
VLV1,20,500,457,470,711,1117,949,150,20,Flanged Gate Valve,3
VLV1,22,550,,,,,,150,22,Flanged Gate Valve,3
VLV1,24,600,508,521,813,1466,1246,150,24,Flanged Gate Valve,3
VLV1,26,650,559,,864,1699,1444,150,26,Flanged Gate Valve,3
VLV1,28,700,610,,914,1931,1641,150,28,Flanged Gate Valve,3
VLV1,30,750,610,,914,2380,2023,150,30,Flanged Gate Valve,3
VLV1,32,800,,,,2490,2116,150,32,Flanged Gate Valve,3
VLV1,34,850,,,,,,150,34,Flanged Gate Valve,3
VLV1,36,900,711,,1016,3600,3060,150,36,Flanged Gate Valve,3
VLV1,0+1/2,15,140,151,140,6,5,300,0.5,Flanged Gate Valve,3
VLV1,0+3/4,20,152,165,152,7,5,300,0.75,Flanged Gate Valve,3
VLV1,1,25,165,178,165,10,8,300,1,Flanged Gate Valve,3
VLV1,1+1/4,32,178,191,178,23,19,300,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,190,203,190,26,22,300,1.25,Flanged Gate Valve,3
VLV1,2,50,216,232,216,24,20,300,2,Flanged Gate Valve,3
VLV1,2+1/2,65,241,257,241,44,37,300,2.5,Flanged Gate Valve,3
VLV1,3,80,282,298,282,52,44,300,3,Flanged Gate Valve,3
VLV1,4,100,305,321,305,76,64,300,4,Flanged Gate Valve,3
VLV1,5,125,381,397,381,94,79,300,5,Flanged Gate Valve,3
VLV1,6,150,403,419,403,146,124,300,6,Flanged Gate Valve,3
VLV1,8,200,419,435,419,218,185,300,8,Flanged Gate Valve,3
VLV1,10,250,457,473,457,352,299,300,10,Flanged Gate Valve,3
VLV1,12,300,502,518,502,472,401,300,12,Flanged Gate Valve,3
VLV1,14,350,762,778,762,694,589,300,14,Flanged Gate Valve,3
VLV1,16,400,838,854,838,1080,918,300,16,Flanged Gate Valve,3
VLV1,18,450,914,930,914,1235,1049,300,18,Flanged Gate Valve,3
VLV1,20,500,991,1010,991,1655,1406,300,20,Flanged Gate Valve,3
VLV1,22,550,,,,,,300,22,Flanged Gate Valve,3
VLV1,24,600,1143,1165,1143,2320,1972,300,24,Flanged Gate Valve,3
VLV1,26,650,1245,1270,1245,3100,2635,300,26,Flanged Gate Valve,3
VLV1,28,700,1346,1371,1346,3893,3309,300,28,Flanged Gate Valve,3
VLV1,30,750,1397,1422,1397,4930,4190,300,30,Flanged Gate Valve,3
VLV1,32,800,1524,1552,1524,5230,4445,300,32,Flanged Gate Valve,3
VLV1,34,850,1626,1654,1626,6000,5100,300,34,Flanged Gate Valve,3
VLV1,36,900,1727,1755,1727,6885,5852,300,36,Flanged Gate Valve,3
VLV1,0+1/2,15,165,163,165,5,4,600,0.5,Flanged Gate Valve,3
VLV1,0+3/4,20,190,190,190,10,8,600,0.75,Flanged Gate Valve,3
VLV1,1,25,216,216,216,15,12,600,1,Flanged Gate Valve,3
VLV1,1+1/4,32,229,229,229,26,22,600,1.5,Flanged Gate Valve,3
VLV1,1+1/2,40,241,241,241,27,22,600,1.25,Flanged Gate Valve,3
VLV1,2,50,292,295,292,46,39,600,2,Flanged Gate Valve,3
VLV1,2+1/2,65,330,333,330,55,46,600,2.5,Flanged Gate Valve,3
VLV1,3,80,356,359,356,72,61,600,3,Flanged Gate Valve,3
VLV1,4,100,432,435,432,120,100,600,4,Flanged Gate Valve,3
VLV1,5,125,508,511,508,190,165,600,5,Flanged Gate Valve,3
VLV1,6,150,559,562,559,253,215,600,6,Flanged Gate Valve,3
VLV1,8,200,660,663,660,413,351,600,8,Flanged Gate Valve,3
VLV1,10,250,787,790,787,623,529,600,10,Flanged Gate Valve,3
VLV1,12,300,838,841,838,981,833,600,12,Flanged Gate Valve,3
VLV1,14,350,889,892,889,1316,1118,600,14,Flanged Gate Valve,3
VLV1,16,400,991,994,991,1672,1421,600,16,Flanged Gate Valve,3
VLV1,18,450,1092,1095,1092,2070,1759,600,18,Flanged Gate Valve,3
VLV1,20,500,1194,1200,1194,2405,2044,600,20,Flanged Gate Valve,3
